context,from,to,weight
TIME-TO-TALK-DAY-2018,JANGRIFF57,2020COMMS,2
16-DAYS-OF-ACTION-2018,JANEMEGSA,KENTPAGE,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,NANALXO,JAMESMELVILLE,2
MND-AWARENESS-MONTH-2018,LEELOU218,HULLNHSCHOIR,2
DEMENTIA-ACTION-WEEK-2018,DESIGNCONCEPTUK,YOURLIVEWIRE,2
MND-AWARENESS-MONTH-2018,SPROZ21,TVVICTORIAG,1
DEMENTIA-ACTION-WEEK-2018,MASON4233,TRAININGCARERS,1
BRAIN-AWARENESS-WEEK-2018,LUISB,OXNEURO,2
OCD-AWARENESS-WEEK-2018,MILLIEMIXXXX,ANNEMARIE,1
WEAR-PURPLE-FOR-JIA-2018,UOMMSKRESEARCH,CAPSIENAIR,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,LAURAPEDIROSE,MOLLY3186,1
ELF-DAY,YMT_FIONAART,YMT_CHRIS,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,BORNTOOSOONKH,KINGSTONHOSPNHS,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,BARTANDREWS,KATHRYNFALBO,1
MND-AWARENESS-MONTH-2018,ALSASSISTIVETEC,HELPING_HANDSUK,2
WEAR-PURPLE-FOR-JIA-2018,G1MAGEE,SAMJC1976,2
EXPERIENCE-OF-CARE-WEEK-2018,IAMMRDJK,VM_INSTITUTE,2
CARERS-WEEK-2018,MYNAMEISANDYJ,CARERSUK,1
16-DAYS-OF-ACTION-2018,EBRIDGEAFR,UN_WOMEN,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,VERUCOR,HAILSTATESB,1
EXPERIENCE-OF-CARE-WEEK-2018,TERRISONGER,WINSLOW_MARK,3
OCD-AWARENESS-WEEK-2018,SYLENTBUTDEDLY,LWBEAN,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,CHRISTINACJH69,JOTRUST,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,MAKKOTWITT,NKSTNBKZ,2
WEAR-PURPLE-FOR-JIA-2018,TAXBUZZUK,KCCAKES_KPEGG,2
NUTRITION-AND-HYDRATION-WEEK-2018,TILLYBOSS,KAZSAN77,2
NO-SMOKING-DAY-2018,VAPINGIT,BAYSHORESAC,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,NWEMLIVE,BETHBALDWINNWEM,1
BRAIN-INJURY-WEEK-2018,ATTTWEET,ATTTWEET,1
16-DAYS-OF-ACTION-2018,SIRBEAST1269,AMIESDESTELLA,2
ELF-DAY,SMEUKS,SUPERFASTSY,2
STRESS-AWARENESS-DAY,PIEBALDLADY,DOGSTRUST,2
TIME-TO-TALK-DAY-2018,WOKINGRT,ALLABOUTTRI,2
EATING-DISORDER-AWARENESS-WEEK-2018,SCOCIC,ALEX_STANIFORTH,2
NUTRITION-AND-HYDRATION-WEEK-2018,RACHEL_SANSBURY,MYNAMEISANDYJ,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,NCREALTIME,TOWNOFGARNER,1
ELF-DAY,TONYPICKFORD68,NISARETAIL,2
STRESS-AWARENESS-DAY,MAJ_CATASTROPHE,GINASWANSONWDSU,1
CARERS-WEEK-2018,BENJAMINPMOORE,BENJAMINPMOORE,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,LOGOSEUM_USA,FUENFWERKEN,1
WEAR-PURPLE-FOR-JIA-2018,ANDYLUCIA,ED_MILIBAND,2
BRAIN-INJURY-WEEK-2018,HEADWAYLINCS,ROYTHORNES_PI,2
NO-SMOKING-DAY-2018,HILDAPALMER,UNISON_HS,2
TIME-TO-TALK-DAY-2018,ELLIEDIONNE,2020COMMS,2
DEMENTIA-ACTION-WEEK-2018,CERISHODGKISON,BBCRADIOSTOKE,1
MENS-HEALTH-WEEK-2018,GREATNPTWEETS,SU2C,2
BRAIN-INJURY-WEEK-2018,COOLREDMAC,DORSET_HOUR,1
BRAIN-INJURY-WEEK-2018,SORTEDINDORSET1,DORSET_HOUR,1
ELF-DAY,TANYAPETKOVA5,NICKJONAS,1
ELF-DAY,ALVINA91,NICKJONAS,1
NUTRITION-AND-HYDRATION-WEEK-2018,TILLYBOSS,LANCSHOSPITALS,1
MENS-HEALTH-WEEK-2018,JENIPIM,KILLIANBYRNE,2
OCD-AWARENESS-WEEK-2018,DAMIANALCOLEA,OCDUK,2
ELF-DAY,ALZSOCEMIDLANDS,MILFORDGROUP,1
NATIONAL-DEMENTIA-CARERS-2018,DIAMOND71NIKKI,CAREQUALITYCOMM,2
16-DAYS-OF-ACTION-2018,AJISAINEYKAH,THEJAMAJACK,2
EATING-DISORDER-AWARENESS-WEEK-2018,JENNIEDRABBLE,NCHAWKES,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,BOBSIL42,GKELLEY_25,2
STRESS-AWARENESS-DAY,LYDIACHICLES,FLORIDAINVENTS,2
TIME-TO-TALK-DAY-2018,GAILEVANSHR,PMCEVOYCLARKE,2
BRAIN-INJURY-WEEK-2018,ABIALLIANCE,EXCELLONDON,1
EXPERIENCE-OF-CARE-WEEK-2018,JOCELYNCORNWELL,CLAIREJUKESY,1
BRAIN-AWARENESS-WEEK-2018,NERDLABPETE,APAPUBPSYCHSVCS,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,ANNATAVINCE90,VANIVANIVICI,1
JEANS-FOR-GENES-DAY,SASAFOFA5,JEANS_FOR_GENES,1
DEMENTIA-ACTION-WEEK-2018,MRBLANDING,CORNEXCHANGE,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,NEMUSAN39,GBLAGDEN,2
WEAR-PURPLE-FOR-JIA-2018,NWACPSG,ARTHRITISRUK,1
OCD-AWARENESS-WEEK-2018,FLYINGTERRA,LWBEAN,2
BRAIN-INJURY-WEEK-2018,HEADWAYELONDON,HEADWAYUK,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,VIRAMRUBEN,STAY__STRONG___,1
CARERS-WEEK-2018,CARER49,SIBS_UK,1
EATING-DISORDER-AWARENESS-WEEK-2018,FRANCISHAYDEN1,ILONACATHERINE,2
RARE-DISEASE-DAY-2018,JHBRASFIE,RAREDISEASES,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,TWARRESTRIAL,FELICITYBARRTV,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,COOLMENTORING,NCDHHS,1
TIME-TO-TALK-DAY-2018,DIOLCHGAR,RROWANOLIVE,2
ELF-DAY,KAYMASS18815646,EVANSK_J,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,NUTLEYRELAY,AMERICANCANCER,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,NEMUSAN39,JENNIEJACQUES1,1
16-DAYS-OF-ACTION-2018,AISLINGSWAINE,DRCOROURKE,2
OCD-AWARENESS-WEEK-2018,WISHINGSAPPHIRE,LWBEAN,2
BRAIN-INJURY-WEEK-2018,SEESUECHTIGE,CONNI_KISS,2
BRAIN-AWARENESS-WEEK-2018,HOLYFOUNT,DEBRAMMASON1,1
NATIONAL-DEMENTIA-CARERS-2018,KATE4BOWDONWARD,TRAFFORDCARERS,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,NWEMLIVE,BBALDWINNEWS,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,HOPE4HEATHER,VALISIALEKAE,1
OCD-AWARENESS-WEEK-2018,VIC_KINO,LWBEAN,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,REALSARAHGREENE,TARGETOVARIAN,2
EXPERIENCE-OF-CARE-WEEK-2018,ROYLILLEY,JULESLEWIS6,2
NO-SMOKING-DAY-2018,NCHH,HUD,1
BRAIN-AWARENESS-WEEK-2018,MARTYSALO,LUNDBECKUS,2
NUTRITION-AND-HYDRATION-WEEK-2018,KATHWT,LOOCEEGREEN,2
EATING-DISORDER-AWARENESS-WEEK-2018,JONSALMON,HOPEVIRGO,2
OVARIAN-CANCER-AWARENESS-MONTH-2018,VALISIALEKAE,HOPE4HEATHER,2
EATING-DISORDER-AWARENESS-WEEK-2018,WIGANANDLEIGHYC,YOUNGMINDSUK,2
WEAR-PURPLE-FOR-JIA-2018,MATT_NRAS,NRAS_UK,1
DRY-JANUARY-2018,CHRISTYDH,MANXRADIO,2
RARE-DISEASE-DAY-2018,EMUNOZ8_MUNOZ,RVAWONK,2
EATING-DISORDER-AWARENESS-WEEK-2018,ALWAYSKIMSTER,BEATED,2
NATIONAL-DEMENTIA-CARERS-2018,SHARONVILLA7,IRISHINBRITAIN,2
RARE-DISEASE-DAY-2018,COURTSEAUXRUDE,KDC,2
DEMENTIA-ACTION-WEEK-2018,ANGELA_NSHG,NORTHSTARHG,2
DEMENTIA-ACTION-WEEK-2018,KINGSTONHOSPNHS,KHFTCHARITY,2
16-DAYS-OF-ACTION-2018,879CALDWELL,SDG2030,1
BRAIN-AWARENESS-WEEK-2018,MSSOCIETYMB,DR_KARENLEE,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,MARK_LINEHAN,ENABLELAW,2
ELF-DAY,BARRYOOR,JACKSJU1,1
DEMENTIA-ACTION-WEEK-2018,SEAPADVOCACY,HEALTHWWBERKS,2
NUTRITION-AND-HYDRATION-WEEK-2018,RACHEL_SANSBURY,NHWEEK,1
DRY-JANUARY-2018,BEISHMANIA,HAMMERTONBREW,1
MND-AWARENESS-MONTH-2018,MNDCOVWARKS1,AH241,2
DEMENTIA-ACTION-WEEK-2018,TOMMYTOMMYTEE18,PUBLICHEALTHW,1
NATIONAL-DYSLEXIA-WEEK-2018,KTDR3W,272BOOKFAITH,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,LEGITCASSIEWIL,TIFFANYKAIROS,2
BRAIN-INJURY-WEEK-2018,HEADWAYDEVON,PLYMPTONWOLFIES,1
16-DAYS-OF-ACTION-2018,ARLENECREIGHTON,_LINDSAYMILLAR,1
NATIONAL-DEMENTIA-CARERS-2018,DIANNESMITH65,CAREQUALITYCOMM,2
NATIONAL-DEMENTIA-CARERS-2018,PEARSON124,ALZHEIMERSSOC,2
BRAIN-AWARENESS-WEEK-2018,DECHEVARRIA_AZA,EUGE_CB,1
BRAIN-INJURY-WEEK-2018,PAULJSANKEY,ENABLELAW,2
MENS-HEALTH-WEEK-2018,ZEROKATZOS,HERBALIFE,2
DRY-JANUARY-2018,ADAPTEDPLANET,HELPREFUGEES,1
MENTAL-HEALTH-AWARENESS-WEEK-2018,OHMYGOSHBRE,DEPRESSIONARMY,2
WEAR-PURPLE-FOR-JIA-2018,SIMONRSTONES,NISHANAIR13,1
BRAIN-INJURY-WEEK-2018,SHAHNAZASGHAR,HEADWAYSCUMBRIA,1
NUTRITION-AND-HYDRATION-WEEK-2018,MARIALEVERIDGE,CWMTAFDIETETICS,2
ELF-DAY,KAZWEEDON,THESOVRANGROUP,2
NATIONAL-DYSLEXIA-WEEK-2018,MAG_WORDEN,DYSLEXIAASSIST,2
DEMENTIA-ACTION-WEEK-2018,XXHAYLEY82XX,JJHAMBLETT,1
EATING-DISORDER-AWARENESS-WEEK-2018,BBHORNE,PENNYRED,2
ELF-DAY,FLIPSKIP1,LITTERBOXCOMICS,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,DCARLSEN13,JAMESMELVILLE,2
EXPERIENCE-OF-CARE-WEEK-2018,WINSLOW_MARK,WINSLOW_MARK,3
MENS-HEALTH-WEEK-2018,LIPIDDOC,THEFHFOUNDATION,2
BRAIN-INJURY-WEEK-2018,ABIALLIANCE,UKABIF,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,HOODSCRILLA,SPARKK22,2
MND-AWARENESS-MONTH-2018,CHARITYBEGIN3,MNDAEASTSUSSEX,2
BRAIN-AWARENESS-WEEK-2018,DANBUMBARGER,ALLENINSTITUTE,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,PATTILESTRANGE1,ACS_CALIFORNIA,2
STRESS-AWARENESS-DAY,AKAZEEOX,MIKEBATSON5D,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,SELBYHEALTHCARE,VALEOFYORKCCG,2
16-DAYS-OF-ACTION-2018,SAMCCHANGE,ENABLESCOTLAND,1
MND-AWARENESS-MONTH-2018,JELLEANGEL,MNDASSOC,1
BRAIN-AWARENESS-WEEK-2018,KRISTALOVESKALE,ONTARIOBRAIN,2
RARE-DISEASE-DAY-2018,ALEXANDROU56,GRACESCIENCE,1
CARERS-WEEK-2018,CARERSMATTERNFK,HUFFPOSTUK,1
RARE-DISEASE-DAY-2018,ROBYNNISSIM,STEPHESLATER,2
TIME-TO-TALK-DAY-2018,THEJEMMAR,MALLYMUKETE,2
ELF-DAY,ALZSOCEANGLIA,CROSSKEYSHOMES,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,ASHLEIGHCHANDRA,GREGHUNTMP,1
NUTRITION-AND-HYDRATION-WEEK-2018,JOLOIS99,MFTCHIEFNURSE,1
DEMENTIA-ACTION-WEEK-2018,ROBINPAULINMAN,VERITYLONGLEY,2
NO-SMOKING-DAY-2018,GOWERTAN,ASH_LDN,2
NATIONAL-DYSLEXIA-WEEK-2018,MRSAMK73,THINKPIX_SUZE,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,AMERCANCERFUND,MAYOCANCERCARE,2
NATIONAL-DYSLEXIA-WEEK-2018,MYSENDAPP,SCHOOLSADVISORY,2
MENS-HEALTH-WEEK-2018,MAYOSPORT1,GETIREWALKING,1
OCD-AWARENESS-WEEK-2018,BANISHED_AWAY,LWBEAN,2
BRAIN-INJURY-WEEK-2018,SHREWSMORRIS,HEADWAYUK,1
STRESS-AWARENESS-DAY,OORDAYHASCOME,THE45STORM,2
EXPERIENCE-OF-CARE-WEEK-2018,HSHOW22TIME,NANCYCORCORAN_,2
CARERS-WEEK-2018,LONDONTOPARIS18,ALZHEIMERSSOC,2
TIME-TO-TALK-DAY-2018,HAYLEYCORRIGANX,ZOELLA,1
ELF-DAY,HEARTOFACUTEMED,ALZHEIMERSSOC,1
DEMENTIA-ACTION-WEEK-2018,KARYLCARTER,VERITYLONGLEY,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,GSPOTBRAND,GYNCANCER,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,SUZUKIGIRL2,CANADA,2
ELF-DAY,OFFICIALBEDALE,NFBBEDALE,2
MND-AWARENESS-MONTH-2018,MNDCAMPAIGNS,KATIELOUHULL,2
CARERS-WEEK-2018,FARIBORZLADJEV2,SALFORDCARERS1,2
MENS-HEALTH-WEEK-2018,HEALTHWORKSBC,VCHHEALTHCARE,2
ELF-DAY,RAMSDENSBURNCO,RAMSDENSBURNCO,1
ELF-DAY,J0DEAN,SPIREHARTSWOOD,2
OCD-AWARENESS-WEEK-2018,SOTIROULLALEON,ISLINGTONGZTTE,1
EATING-DISORDER-AWARENESS-WEEK-2018,MIRANDAHAMN,POSITIVELYIAURA,1
NUTRITION-AND-HYDRATION-WEEK-2018,IAINMCINTOSH4,FEM_UK,2
NATIONAL-DEMENTIA-CARERS-2018,ELDHOSEOFFICIAL,HEATHSIDECH,2
DEMENTIA-ACTION-WEEK-2018,SOUTHENDFUN,SOUTHENDRPIJAMS,4
JEANS-FOR-GENES-DAY,_NIALLER_XOXO__,JEANSFORGENES,1
STRESS-AWARENESS-DAY,CATHY_WALSH123,MINDCHARITY,2
OCD-AWARENESS-WEEK-2018,SOTIROULLALEON,OCDUK,1
OCD-AWARENESS-WEEK-2018,SWENEEVEE,LWBEAN,2
CARERS-WEEK-2018,FRANKANDERROL,KIRKANDBERT,2
ELF-DAY,STOCKSHALL,ALZHEIMERSSOC,2
DEMENTIA-ACTION-WEEK-2018,EQUALPEOPLENET,MCGEACHINJOANNE,1
MENS-HEALTH-WEEK-2018,CONORFEENEY83,ARTHRITISRUK,1
EPILEPSY-AWARENESS-PURPLE-DAY-2018,UNCLEPROBER,SKYSARAHJANE,1
STRESS-AWARENESS-DAY,PJNISKA,TERRIIRWIN,2
NATIONAL-DYSLEXIA-WEEK-2018,ITIM18882,THINKPIX_SUZE,2
DEMENTIA-ACTION-WEEK-2018,JUDYCOACH,ARUKNEWS,1
DRY-JANUARY-2018,HOLISTICRMP,SEEDLIPDRINKS,1
BRAIN-AWARENESS-WEEK-2018,OFICIALCUCS,UDG_OFICIAL,1
TIME-TO-TALK-DAY-2018,JESSROYLE90,FULLCIRCLE_PLAY,1
TIME-TO-TALK-DAY-2018,BETSEYBESS,THE_UNSILENT_,2
MENS-HEALTH-WEEK-2018,ANDYSMOANS,TIMETOCHANGE,2
WEAR-PURPLE-FOR-JIA-2018,CHERALYNBEESTON,WALLOYD,2
BRAIN-INJURY-WEEK-2018,RINGROSELAW,HEADWAYLINCS,1
WEAR-PURPLE-FOR-JIA-2018,TOPMARKNORWICH,FRAMEARL,1
16-DAYS-OF-ACTION-2018,ELAJIYA,MOJKADUNA,2
TIME-TO-TALK-DAY-2018,VESPASIAN91,THE_UNSILENT_,2
NATIONAL-DEMENTIA-CARERS-2018,HONITONDAA,ALZHEIMERSSOC,2
ELF-DAY,SAFE_CONTRACTOR,ENVIREAUTEAM,2
EATING-DISORDER-AWARENESS-WEEK-2018,BECHDELTHEATRE,STEGOSAURUSPLAY,2
NUTRITION-AND-HYDRATION-WEEK-2018,UCDPERINATAL,EILEENOBRIEN103,1
MND-AWARENESS-MONTH-2018,SCOTRAIL,MNDSCOTLAND,1
CARERS-WEEK-2018,SISTERPGUITAR,REDEMSONG,1
MND-AWARENESS-MONTH-2018,HELPING_HANDSUK,MNDASSOC,1
BRAIN-INJURY-WEEK-2018,PAULJSANKEY,LAURENCEVICK,1
NATIONAL-DYSLEXIA-WEEK-2018,ANNTILBURY,JISC,2
RARE-DISEASE-DAY-2018,A2ASTORIES,THESICKCHICKS,2
NO-SMOKING-DAY-2018,PRAILLS,MYVISIONMATTERS,2
BRAIN-AWARENESS-WEEK-2018,HENRYPOWELLW,JOPACKAJ,2
ELF-DAY,ALZHEIMERSSOC,HILL_CARE_,1
NATIONAL-DEMENTIA-CARERS-2018,CHRISARUFFELL,ALZHEIMERSSOC,2
EXPERIENCE-OF-CARE-WEEK-2018,WINSLOW_MARK,TERRISONGER,8
MND-AWARENESS-MONTH-2018,JODARBY1956,VICKY_100K4MNDA,2
BRAIN-INJURY-WEEK-2018,WILDSEAWITCH,TRULYROO,2
BRAIN-AWARENESS-WEEK-2018,CHELLE_ZZZ,DR_KARENLEE,2
BRAIN-AWARENESS-WEEK-2018,UMNEUROSCINET,JHUBME,2
DEMENTIA-ACTION-WEEK-2018,WHOSESHOES,MASON4233,1
JEANS-FOR-GENES-DAY,LORPATTINSON1,GREENWOODACAD,2
16-DAYS-OF-ACTION-2018,MMHARRISON2014,ANTONIOGUTERRES,2
ELF-DAY,ECTSTAFF,ECTSTAFF,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,STEFFPHASEII,JOTRUST,1
TIME-TO-TALK-DAY-2018,DUNKELD0,2020COMMS,2
STRESS-AWARENESS-DAY,JULIEW17,EDU_BROKER,2
ELF-DAY,PC_VD_DEEWANI,PCSDRAG0N,2
BRAIN-AWARENESS-WEEK-2018,JOEB202,FBI,1
BRAIN-INJURY-WEEK-2018,HEADWAYDEVON,RACHELBOTELL,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,FUNDRAISINGYES,FUNDRAISINGYES,1
JEANS-FOR-GENES-DAY,LIAMMOGZ,NICKYMCDONALD1,2
16-DAYS-OF-ACTION-2018,FOR_INITIATIVE,GIRLSNOTBRIDES,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,THETALENTGURU,STYLISTMAGAZINE,2
DRY-JANUARY-2018,DAVIDJEWOOD,JIMMBOWEM,1
NATIONAL-DYSLEXIA-WEEK-2018,ANNTILBURY,ALISTAIRM,1
EATING-DISORDER-AWARENESS-WEEK-2018,VICTORIALUNDIE0,BEATED,2
CARERS-WEEK-2018,PIERRADIO,APPEAL4CHANGE,2
TIME-TO-TALK-DAY-2018,MAUREEN12485368,2020COMMS,2
CARERS-WEEK-2018,AVRILDRUMMOND1,HAPPYLITTLEHUGH,2
MND-AWARENESS-MONTH-2018,BECINMONTON,CHRISMAPLE73,2
EATING-DISORDER-AWARENESS-WEEK-2018,BEYE_SARAH,DAMIANSMITH85,2
OCD-AWARENESS-WEEK-2018,DRJEFFNALIN,PARADIGMMALIBU,2
WEAR-PURPLE-FOR-JIA-2018,BURNETBASHER,ED_MILIBAND,2
CARERS-WEEK-2018,MM4AK,HAPPYLITTLEHUGH,2
BRAIN-INJURY-WEEK-2018,LBLAWCOP,HEADWAYUK,2
TIME-TO-TALK-DAY-2018,TINYTIERNAN,GUMONMYSHOEBOOK,2
DEMENTIA-ACTION-WEEK-2018,LABOUR_WALES,DEMENTIAFRIENDS,1
EATING-DISORDER-AWARENESS-WEEK-2018,JACQSG1,NORMANLAMB,2
NUTRITION-AND-HYDRATION-WEEK-2018,JENNIDOMANDOMAN,JENNIDOMANDOMAN,1
MENS-HEALTH-WEEK-2018,MAINEOPTIONS,MEDICAREGOV,2
MND-AWARENESS-MONTH-2018,JOBOLEECE,COLINRHARDY,1
OVARIAN-CANCER-AWARENESS-MONTH-2018,FITNESSINTENT,TAMARACAMPHOTO,2
DEMENTIA-ACTION-WEEK-2018,DEMENTIA_NI,JACQUELINEROONE,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,JIDUB18,REVIVALRECS,1
OCD-AWARENESS-WEEK-2018,MAX_MULLEN,LWBEAN,2
NUTRITION-AND-HYDRATION-WEEK-2018,MARIALEVERIDGE,JO_WILLIAMS80,1
MND-AWARENESS-MONTH-2018,BETHJMOT,NICKGOLDUP1,2
16-DAYS-OF-ACTION-2018,EVERYDAYPREVENT,NOTAEVENTS,1
ELF-DAY,JODIEH1131,THESOVRANGROUP,2
MENS-HEALTH-WEEK-2018,ROSCOUNSELLING,MENSSPACE,2
16-DAYS-OF-ACTION-2018,SOLUTIONS777,UN_WOMEN,2
BRAIN-AWARENESS-WEEK-2018,AHMEDAAKHALIL,NEUROTWEEPS,4
EXPERIENCE-OF-CARE-WEEK-2018,HEMBROUGHJANNA,NANCYCORCORAN_,2
RARE-DISEASE-DAY-2018,LASEHRMAN,GOSHCHARITY,1
BRAIN-INJURY-WEEK-2018,CHILDRENINNI,CEDARFOUNDATION,2
JEANS-FOR-GENES-DAY,FCSOUZA0301,JEANSFORGENES,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,DRELENI,2
16-DAYS-OF-ACTION-2018,CANHCZA,CANADADEV,2
EPILEPSY-AWARENESS-PURPLE-DAY-2018,EPILEPSY_DURHAM,EPILEPSY_DURHAM,1
MENS-HEALTH-WEEK-2018,MARZIE2016,PLACE2BE,2
CARERS-WEEK-2018,CARERSMATTERNFK,DEMENTIAUK,2
NUTRITION-AND-HYDRATION-WEEK-2018,MARIALEVERIDGE,SISTERKATIE1,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,IIOVELAURYN,JAMESMELVILLE,2
16-DAYS-OF-ACTION-2018,SIOBHRA,FEMSOCNUIG,1
BRAIN-AWARENESS-WEEK-2018,ZEBALLOSCHARO,BRAINFILMFEST,2
STRESS-AWARENESS-DAY,POTAM1304,LORRITAMALL,2
DRY-JANUARY-2018,NORTHBOURNE10,31DOVER,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,1OF2VICS,ALICIACOLLIN,1
BRAIN-AWARENESS-WEEK-2018,SHAMBA_LIN,NEWTGINGRICH,1
DEMENTIA-ACTION-WEEK-2018,NHSLEICESTER,WEST_LEI_CCG,3
16-DAYS-OF-ACTION-2018,SGSC_RMIT,CHPVIC,2
ELF-DAY,LANCASHIRECARE,JO_MILLAR27,2
DEMENTIA-ACTION-WEEK-2018,DEMENTIACENTRE,DESIGNREALITYUK,2
DEMENTIA-ACTION-WEEK-2018,SOUTHENDFUN,ESSEXCC,1
ELF-DAY,GMPROJECTS2017,ALZHEIMERSSOC,1
16-DAYS-OF-ACTION-2018,SILVERTETRON,SRSGVAC,2
MENS-HEALTH-WEEK-2018,0_INVINCIBLITY1,TIMETOCHANGE,2
MENS-HEALTH-WEEK-2018,COOLMENTORING,USAVEINCLINICS,2
16-DAYS-OF-ACTION-2018,MIYADIOP,DOYNA_SN,2
OCD-AWARENESS-WEEK-2018,COPTER_FSTR,LWBEAN,2
JEANS-FOR-GENES-DAY,CURLY_CAT94,JEANSFORGENES,1
DEMENTIA-ACTION-WEEK-2018,DONNAGREENSSJ,THEMEMORYBP,2
CARERS-WEEK-2018,LJJACKSON_1,HAJBRUM,2
MENTAL-HEALTH-AWARENESS-WEEK-2018,RACHELSPARK2,JAMESMELVILLE,2
EXPERIENCE-OF-CARE-WEEK-2018,NOBISMHEALTH,NYPBROOKLYN,2
EATING-DISORDER-AWARENESS-WEEK-2018,KYLE2UMENTAL,GRLSWHOCREATE,1
WEAR-PURPLE-FOR-JIA-2018,MREDWARDSFEHS,TOPMARKNORWICH,2
DRY-JANUARY-2018,HARPS_83,31DOVER,2
RARE-DISEASE-DAY-2018,LASEHRMAN,GREATORMONDST,1
MND-AWARENESS-MONTH-2018,HAMERTONIAN,VICKY_100K4MNDA,2
STRESS-AWARENESS-DAY,BUIELINDAA,AUSTRALIAZOO,1
BRAIN-INJURY-WEEK-2018,CBITUK,CBITUK,2
CERVICAL-CANCER-PREVENTION-WEEK-2018,MARKETINGMAM,WBFSERVICES,2
STRESS-AWARENESS-DAY,MERRYDALE_PLW,HEADS_TOGETHER,2
MND-AWARENESS-MONTH-2018,EDGEYWOO,MNDASSOC,1
NATIONAL-DEMENTIA-CARERS-2018,KOHINOR64,ALZHEIMERSSOC,2
BRAIN-INJURY-WEEK-2018,NWABIMANCHESTER,HEADWAYUK,1
DRY-JANUARY-2018,SHETLANDPEAT,UNITETHEUNION,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,SARASALMON_UTAH,HUNTSMANCANCER,1
NUTRITION-AND-HYDRATION-WEEK-2018,MYNAMEISANDYJ,RCHTWECARE,1
CARERS-WEEK-2018,PEARSON17COLIN,CARERSTRUST,2
NO-SMOKING-DAY-2018,PARISOFPRAIRIES,MAYORFOUGERE,1
DRY-JANUARY-2018,H_IGOE,SEEDLIPDRINKS,1
ELF-DAY,GBCAREAWARDS,RUNWOOD_HOMES,2
16-DAYS-OF-ACTION-2018,ALOTAIBI660,UNARABIC,2
NO-SMOKING-DAY-2018,JWHITINGECCH,SMOKFREENORFOLK,4
EATING-DISORDER-AWARENESS-WEEK-2018,RMORLEY74,NEVILLESOUTHALL,1
WEAR-PURPLE-FOR-JIA-2018,TOPMARKNORWICH,FRAMDSL,1
16-DAYS-OF-ACTION-2018,UNWOMENAUST,PHUMZILEUNWOMEN,2
OCD-AWARENESS-WEEK-2018,EMILEMILYYYY,LWBEAN,2
OCD-AWARENESS-WEEK-2018,FLECHA_B,LWBEAN,2
NO-SMOKING-DAY-2018,TURNINGPOINTUK,KICK_IT_NOW,1
BRAIN-AWARENESS-WEEK-2018,ASAMIAOMAME,BPSOFFICIAL,1
TIME-TO-TALK-DAY-2018,EMDUDLEY59,THE_UNSILENT_,2
RARE-DISEASE-DAY-2018,DLV123061,KIDNEYPATIENTS,4
JEANS-FOR-GENES-DAY,CRISTHEL_MONET,MRSANNETWIST,2
JEANS-FOR-GENES-DAY,SUCKSNIALLERS,MRSANNETWIST,2
EXPERIENCE-OF-CARE-WEEK-2018,SATHNHS,SATHNHS,1
CERVICAL-CANCER-PREVENTION-WEEK-2018,ADJOEDWIGE,ZOPITAUX,2
DEMENTIA-ACTION-WEEK-2018,CNCHINKLEYPOINT,EDFENERGY,1
BRAIN-AWARENESS-WEEK-2018,ZUPAN_BARBRA,OSLA_ONTARIO,2
